,0
12320,https://m.blog.naver.com/msn0324/222606571721인증합니다!고맙습니다 ^^
12321,괜찮으시다면 댓글 공개 전환 부탁드려요~다른 분들 참고할 사항이 많네요!우려와 달리 가장 먼저 풀셋 인증이라니 깔끔합니다!👍🏻
12322,덕분이에요^^
12323,뜨시는 거 구경하면서 대리만족해야겠네요~
12324,인증합니다🤟https://m.blog.naver.com/deresa729/222605551112 https://m.blog.naver.com/deresa729/222611380225 https://m.blog.naver.com/deresa729/222612085344 https://m.blog.naver.com/deresa729/222613583136 https://m.blog.naver.com/deresa729/222612106337
12325,"무늬 확장 고급 스킬과 깔끔한 뜨개 솜씨!양말은 왜 어려울까?를 생각해 보면서 세트 구성으로 코디까지 잘해주셔서 즐감했습니다.제게 책떼기란 한정된 기간 동안 함께 마감하는 즐거움과 동기부여의 의미가 큽니다. 솔직히 시도도 안 하는 분과, 시작도 전에 그만두신 분과 혼자 해내신 분과의 실력 차이는 결국 벌어지게 되어 있는 법이죠^^그런 것을 좋아하는 극적인 인간이라서..ㅎ여튼 즐겨 주셔서 감사합니다."
12326,양말은...그림도안도 익숙하지 않은데다가 뒷꿈치 그림부분의 이해 부족으로👉👈😅😅얼마전 마들렌 양말부분을 랩앤턴으로 떠봤는데..서술도안 이어서 그나마 편하게 떴어요.결국은 비슷한 원리일텐데요...
12327,https://m.blog.naver.com/shk8344/222615441331인증합니다.
12328,다들 앓는 소리하셔도 뜨개 단톡도 있고~결국 이리 잘 해내시는 것을요!
12329,https://m.blog.naver.com/sheen0623/222616928715인증합니다.고맙습니다.
12330,https://m.blog.naver.com/ssonhj73/222619307410인증합니다~
12331,https://m.blog.naver.com/utena14/222620065837인증합니다. 감사합니다~~^0^
12332,세상에 너무 귀여워요
12333,감사합니다^^
12334,넘 귀엽네요   시간이 허락하면 배워보고 싶어요
12335,감사해요 취미생활로 도전해보세요^^
12336,초등3학년 저희 아이도 배울수 있을까요?? 만들기 좋아하고 차분하고 말도 잘 듣는 편이예요~
12337,버블토리 공방님 쓰신 글 잘 보고갑니다 ◕‿◕✿
12338,"게시글 정독하고 갑니다 ,, ^^
오늘도 좋은 하루 보내세요 ^0^"
12339,"버블토리 공방님 유익한 포스팅이 많아서 
눈팅 하고 갈께요 *^o^*"
12340,직접만드셨다니 대단하십니다~~
12341,감사해요^^
12342,좋은 글과 사진들이 참 많네요. 자주 소통해요!
12343,좋은주말 연휴에 포스팅 보면서 가을 단풍처럼 여유있게 머물다가 갑니다.
12344,잘보고갑니다
12345,1/6스케일인가요?고생하셨다구 써있지만..보람 있으실거 같아요 너무 예쁘거든요 ㅠㅠㅠㅠㅠㅠ
12346,헑... 너무 예뻐요!! 장미 200송이라뉘...ㅠㅠㅠㅠ 선생님 손 괜찮으신거죵??
12347,좋은 글 잘 보고 갑니다 어제보다 오늘 더 행복하세요!
12348,공감가는 글이네요 ㅎㅎ ( ᵅั ᴈ ᵅั;)
12349,미니어처 주방에 우유랑빵 놓아두니 귀엽고 실바니안 인형이랑찰떡콩떡 이예요~~💕
12350,마론인형님네는 다양한 미니어처 하우스가 있어서이것저것 원하시는대로 믹스매치 해도 좋을 것 같아요+_+귀여운거 한가득...!진짜 방이랑 주방이 분리된듯 합쳐있는것도 매력있는데요!?!?
12351,잘 보고 갑니다~! 좋은 포스팅 감사해요~
12352,"좋은 정보 감사 합니다.
오늘 하루 즐겁게 보내세요 ^^*"
12353,와우 세분 축하드립니다~~!
12354,와ㅜㅜ로또된적이없어서그렁가...흑..넘부럽슴다.ㅠㅠ미니어쳐라니ㅜ♡♡♡ 축하드려요♡♡
12355,축하드립니다^^
12356,축하드립니다~~~😍😍
12357,진짜 진짜 축하 드려요~~~~~
12358,우와~대박~진짜 로또맞앗네요~감사합니다~소중하게 잘 간직할께요~^^
12359,어머~~~진짜 산타선물 이네요~3분 축하드려요~~나도 줄 슬껄...!!!!!
12360,축하드려요~~^^
12361,축하드려요~^^
12362,축하드려요:)
12363,너무너무 귀여운 재봉당첨 감사합니다~~^^다른분들도 함께 축하해요
12364,축하드립니다 ~~ 완전 부러워요ㅎㅎ
12365,축하드려요 완전 부럽습니다 ~~~~❤️
12366,축하드립니다~정말 부럽네요^^
12367,축하드립니다
12368,축하드립니다~
12369,멋진 크리스마스선물이네요 축하드려요
12370,축하드립니다 ~
12371,축하드려요~~~~처음보는 추첨 방식이네요 ㅎㅎㅎㅎㅎ
12372,와아와아~~~~축하드려요
12373,추카 추카 드려요~
12374,축하드려요 ㅎㅎㅎ
12375,축하드려요.^^
12376,축하드려요 ^^
12377,축하드립니다
12378,너무 예뻐요 !! 축하드려요 ^^
12379,미니어처 완전 귀엽네요당첨되신 분들 축하드려요~
12380,저도 이 책이 이써욤~~ㅋ함뜨 신청합니다 ~♡
12381,인증 확인했습니다~ 환영합니다!🤗
12382,응원합니다~~~책사고싶은데 없네요
12383,제 거래처에도 책이 품절이네요 ㅠ
12384,책 판매처 본문에 추가했어요. 해외배송이지만 소장 가치 있는 책이라 추천합니다.
12385,와 없네요..슬프게도 없네용... 책이 읍서어어엉 ㅠㅠ 이쁜옷 많네유 ~
12386,알아봤는데 거래처에도 책이 품절이구만요~ㅠ예쁜옷 많은데 안타깝네요!
12387,에고 저땜시 알아봐주시고 고맙쯥니다❤️ 소장님 옷보면 대리만족 할라요 😍
12388,^^ 나중에라도 책 구하면 말씀드릴게요~예쁘게 떠보겠습니당!
12389,옙!  만드시고 완성품은 저희집 주소로 보내주시면 됩니다
12390,ㅋㅋㅋ 육일돌 있어요? 끼똥이님네 아이들한텐 안 맞을텐데~~~ㅎㅎ
12391,저희집 아이돌로아? 모모 있어용 !그것도 육일돌일까용 ?
12392,헉! 진짜 있다니!!!
12393,없는게 없는 끼똥맘 ! 그아이  옷한벌 없어용 ㅠㅠ 디폴옷이 다에용 ~  소장님만 믿숩니다
12394,ㅎㅎㅎ 일단 함 만들어 보고요~ 대바늘 오랜만이라 자신 없는데 잘 나오면 선물하죠 뭐^^
12395,오메 행복합니당 ❤️  전  멀하쥬 ㅋㅋㅋ헷 ❤️❤️❤️
12396,끼똥이맘님이 훨씬 잘 뜨시니 이거 큰일입니다요~😨안 하셔도 되요. ㅎ 암 생각 마셔용
12397,흐흐흐 ~ 우리 소장님  좋은밤 되셔용 ❤️
12398,끼똥이맘님도 따순 밤 보내시길요~~
12399,신청합니다!고맙습니다 ^^너무 쒼나요~~
12400,인증 확인 완료요~환영합니다! 🤗
12401,이쁜옷이 많이 보이네요 즐거운 함뜨가 되시길 응원할께요~
12402,이 책 예쁜 옷 많아요. 나중에라도 구해서 떠보시길요~응원 감사합니다. 😊
12403,책 판매처 본문에 추가했어요. 해외배송이지만 소장 가치 있는 책이라 추천합니다.
12404,응원합니다^^
12405,감사합니다~
12406,"신청합니다, 감사합니다~"
12407,슈가메이님 올만이에요^^인증 확인 완료! 환영합니다~🤗공지는 담주에 올라가요~
12408,와..  뜨게못해서 슬프네요ㅠㅠ 멋진 뜨게의상이나오겠네요  응원합니다😘😘
12409,응원 감사합니다^^멋진 옷 많이 나올듯요~
12410,대바늘 뜨개 제대로 배워보고 싶네요.일단 구경하는 걸로 만족해야죠;ㅅ;
12411,육일돌 사이즈인가봐요?전 레이나만 있는데 욕심나네요.책이라도 사서 보고싶어요.뜨린이 겨우 탈출했는데 매력있는 뜨개더라구요.작품 올리실때마다 가슴뛰겠어요 히잉~~~ㅠㅠ
12412,"뜨개 손 놓은지 오래라서 어려울거 같지만,실도 사 놨겠다~소장님 믿고 함뜨 도전해 보렵니다! 파이팅!!"
12413,좋아요.~ 인증 확인 완료!🤗
12414,살땐 열심히 떠봐야지하고 샀는데 잊고 있었네요 이번 기회에 ~하나라도 떠봐야겠습니다^^
12415,넵 한세트!^^인증 확인 완료~ 공지는 담주에 올리니 확인해 주세요!
12416,어제밤부터 열심히  책찾았어요.함뜨   신청합니다.
12417,잘 찾으셨어요^^  인증 확인 완료~담주 공지 확인하세요~
12418,고맙습니다.
12419,안녕하세요^0^ 너무 예쁜 책인데 낯설고 어려워보여서사진 감상만 했었는데 함뜨 소식에 가슴이 두근두근합니다.잘 할 수 있을지 걱정반 기대반이지만 그래도 책에 있는 옷을 뜰 수 있다는 기회가 생겼음에 감사하며 함뜨 신청해봅니다!!
12420,인증 확인 완료입니다~환영합니다! 공지는 담주중에 공개하니 확인해 주세요^^
12421,고맙습니다^^ 열심히 해 보겠습니당~~
12422,함뜨 신청해봅니다. 사놓은지는 오래되었지만 레이나에 밀려 뒷전이었네요. ^^이기회에 떠볼수 있다면 좋겠어요.
12423,인증 확인했습니다~환영합니다^^
12424,신청해봅니다~
12425,인증 확인 완료! 환영합니다^^
12426,신청합니다^^
12427,네~ 인증 확인했구요~오비츠11에도 똑같이 남겨주세요~
12428,넵!감사합니다^^
12429,조심스럽게 신청합니다.
12430,인증 확인 완료~ 환영합니다^^
12431,감사합니다~~
12432,저두!  신청합니다.
12433,다른 분들 처럼 손글씨 인증 부탁드려요~
12434,다시 인증남깁니다.
12435,확인 완료! 환영합니다^^
12436,살짝 신청해 봅니다
12437,다른 분들 인증한 거 보시고 다시 부탁드려요~
12438,책이 눈에 계속 아른거려서 함뜨는 안해도 사야겠어요!!ㅋㅋㅋㅋㅋ오늘 하나 떠보니 할만하기도 하고!!♡♡♡♡흐흐
12439,빨리 사고 함뜨 조인해요! ㅋㅋ
12440,오 늦게 함류도 가능합니깡 ㅎㅎ
12441,네~ 고롬요~ 단야님 쿠폰도 필요 없으시잖아요 ㅋㅋ궈궈! ^^
12442,책 왔어요 인증!!!
12443,오우!
12444,어머.제취향저격입니다.^^
12445,어머나 어머나..이런 전시가 있군요 애들 방학이라 한번 가봐야겠어요~ 심시티 너무 충격...저런 센스는 진짜 타고 나야하나봐요 ㅠ
12446,"한번 나들이 가고싶네요. 단, 혼자서만 집중해서 보면 더 재미있을듯 해요. 기발함에 미소가 지어집니닷"
12447,새로운 시선으로 볼 수 있는 능력도 자꾸 노력하면 키워지겠죠? 내가 안되면 애라도...재미있는 전시회 구경 곁눈질로 잘 하고 가네요. 좋은 하루 되세요
12448,여기 가보고싶었는데 보니까 더 가고싶네요!ㅎㅎㅎ
12449,공감 꾸욱 누르고갑니다 ^^ 사진과 글 너무 잘봤습니다 시간나면 제 블로그도 들러주세요~>_<
12450,공감 꾸욱 누르고갑니다 ^^ 사진과 글 너무 잘봤습니다 시간나면 제 블로그도 들러주세요~>_<
12451,사진과 글이 너무 재밌네요 ㅎㅎ 많이배우고갑니다! 공감 꾸욱>_<
12452,기발한 아이디어가 가득한 전시군요! 각도에 따라 작품을 보는 시선이 달라진다는게 와닿네요!
12453,미니어처라이프 저도 보고싶네요^^ 저는 지방에 있어 보기 힘든 전시인데 님의 블로그를 통해 감상할 수 있어 행복하네요. 고마워요^^
12454,와 좋은 전시네요 ^^ 저도 전시좀 보러다니고 싶은데.. 글통해서 이렇게 경험하게 되니 좋네요^^
12455,너무 귀여워요! 가까웠다면 아이랑 함께 바로 가봤을 거 같은 좋은 곳이네요!!
12456,"우와!! 진짜 너무 귀염뽀짝하네요ㅜㅜ친구한테 미니어쳐 라이프 얘기를 듣고, 너무 제 취향이라 가고 싶었지만 사정상 못 갔어요.근데 지영님께서 전시회 분위기가 잘 느껴지게 후기를 올려주시니까, 대리만족할 수 있네요ㅎㅎ"
12457,"잘보고 갑니닷 ^^
맵스토리지영님 행복한 하루보내세요!"
12458,니들펠트 관심가는 취미인데 덕분에 잘 보고 갑니다
12459,감사해요*^^
12460,저도 요즘 펠트에 관심이 많이 가서요. 잘 보고 갑니다~~
12461,네 재미있는작업이예요^^
12462,ㅎㄷㄷㄷ;;;;; 지붕 철사 공예부분.. 완성된것만 보고도 우와~ 했는데.. 중간과정 보니까.. 정말 ㅠㅠㅠㅠ ...그래서 백만송이 장미 덩굴은 언제 완성되나여 선생님?? ㅋㅋㅋㅋ
12463,작품명 2022 03입니다 ㅎㅎㅎ
12464,"잘보고갑니다 보니앤조님~
맛점 하세욤 ^^"
12465,오늘도 고생하셨어요~편안한밤 되세요~공감하는글~하트 누르고 갑니다~^^
12466,으아 ㅋㅋ 진짜 재밌다. 옥수수 로켓이랑 Don't touch 내취향 ㅎㅎ브로콜리 나무와 피크닉 작품에 있는 그림자는 진짜 그림자인지 그려진건지 궁금하당!
12467,미니어처 물체로부터 생긴 그림자지 ㅋㅋㅋㅋㅋㅋ그림도 아니고 왜그려 ㅋㅋㅋ
12468,안녕하세요~글 잘봤어요! 서로이웃 추가 걸고가요~ 저희 블로그는 마케팅 상식에서부터 직장인꿀팁까지 다루고있으니 놀러오세요 :)
12469,김뽀잉 포스팅 잘보고 갑니다~ 앞으로 종종 방문할께요.
12470,우왕 ㅎㅎ ㅎ뽀잉님 ㅎㅎ 인스타에서도 봤지만 여기 대박인데요? ㅎㅎㅎ 뭔가 미니어처 세상으로 들어갈 수 있는 공간도 넘 예뻐요 ㅎㅎ 진짜 여기 들어갔다 나오면 사진 한가득 담고 올것 같아요!! 저는 뽀잉님 덕분에 좋은 작품 편하게 관람하고 갑니댜 :)
12471,진짜 원래부터 좋아했던 사진가라 더 집중해서 보고 온 것 같아요><그 포토존만 골라 찾아서 사진만 맹목적으로 찍는 전시회가 아니라서넘넘 좋았네요 +_+
12472,버블토리 공방님 포스팅 잘 보고 갑니다 연일 폭염과 코로나 확산세가 줄어들지 않네요개인 위생 및 건강 관리 꼭 하시고 빠른 시일내 편하게 다닐수 있는 날이 오길 간절히 바래봅니다.오늘도 함께 화이팅해요~~^^
12473,잘봤어요 좋으네요
12474,잘봤어요^^ 자주 놀러올게요~~근데 벌써 새해가 3일이나 지났네요 .. 순삭항상 이쁜 하루하루 되시길바랍니다 👏👏
12475,굿... 참고해야지
12476,ㅋㅋㅋㅋㅋㅋ 조만간 인스타에 후기 올라오나용😎
12477,우왕 전시회 넘 가보고 싶어지네요🙊🙊
12478,2022년 대박나세요 ^^
12479,앗 미니어처 작품들 너무 귀여워용><ㅎㅎ 구경하는 재미가 쏠쏠하겠어요!!
12480,아직은 2022란 숫자가 어색하네요 새해 복 많이받으세요~
12481,하나하나 작품이 다 졸귀에여..!
12482,하욤님 새 글 둘러보고 갑니다 ^.^
12483,안그래도 요새 전시회가고싶어서 괜찮은 전시회 찾아보고있었는데하욤님 포스팅 보고 가고싶어졌어요 ㅠㅠ2월6일까지면 그전에 저도 한번 예약하고 갔다와야겠어요 !데이트장소로 너무 좋은거같아요!
12484,"좋은 글이네요 ~! 
행복한 하루 되세요 ╹ ◡ ╹"
12485,"너무 좋은 내용이네요 ~~
공감 찍고갑니당"
12486,글 잘보고 갑니다! 좋은하루 보내세요 :)
12487,데이트 하기 딱이에영
12488,여기 백신패스 적용되나요??
12489,오~ 아기자기하니 이쁘네여~ 아이들이 재밌게 맞추기 좋은 제품이네요
12490,디테일이 살아 있네요~~ 전등에 센서등에 우리집 보다 나은 듯 합니다^^
12491,미니어쳐 하우스 보기만해도 안락해보이고 평온한 느낌이라 힐링이네요!!!😍 무드등으로도 안성맞춤♡
12492,디테일하면서 너무 이뻐요작은애가 미니어처 만들기 좋아하는데요거 추천해줘봐야겠어요 ^^
12493,우리딸도 미니어처 만드는거 너무 좋아해요~
12494,ㅇㅓ머~~너무 귀여워요!센서등까지 다 갖췄네요^^
12495,너무 잘 만드셨네요
12496,저도 몇개 샀는데하나 하다가 멈췄어욥~보통 일이 아니더라구요ㅠ가구 몇개하는데 2.3시간이 휘리릭 ㅎㅎㅎ완성한다는것 자체가 대단한거같아요!
12497,앗 너무 귀엽고 사랑스럽네요 저두 요런거 만드는거 좋아해서 갖고 싶어요 ㅋㅋ
12498,제 나이 맞지 않게 저 이런거 넘 좋아해요 ㅎㅎㅎ
12499,와우 아기자기 한게 예쁘네요조립의 재미도 있고 만들고 나서는장식및 취침등으로 활용 할 수 있다니~~도전해 보고 싶네요 ~^^~
12500,우와~~ 집을 한채 뚝딱 지으셨네요 ㅋㅋ딸램도 금손이네요^^
12501,미니어처라고해서 엄청 작을줄 알았는데 이정도 사이즈면 인테리어소품으로도 손색없겠어요~ 무드등 역할도 되고 너무 귀여워요~^^
12502,소녀감성이 절로 생기는걸요아기자기 분위기도 있고 너무 이뻐요~^^
12503,오 저도 만드는거 좋아해서 일도 그런계통인데 주인장님도 손재주가 엄청 좋으시네요. 예전에 레고에 미쳐 살던때 생각 나네요. 싱크대 퀄리티는 예술이네요. 어디서 구입하죠?
12504,엄지척 ~!!ㅋㅋ잘 보고 갑니다~^^
12505,이런거 한번두않해봤는데 넘예뻐서 쇼핑장바구니에 담았다 뺐다만 반복.. 꼭한번 만들어보고싶은데 워낙 똥손이라.. ㅎㅎ 진짜 대단해요~
12506,"너무 예쁘고, 갖고 싶어지네요.차근차근 다 만들고나면 뿌듯할 것 같아요~"
12507,앙증맞고  예뻐요.굿오후 되세요
12508,집에서도 미니어처 하우스 만들기가 있군요예전에 인형 좋아할 때는 요런 하우스 만들기 아이들과 함께 하며하루종일 놀았던 기억이 나네요작고 귀여운 집이라 제가 다 탐나는데요 ㅎㅎ만드는 내내 재미날 것 같아요
12509,어머 조명까지 들어오니깐 밤에도 더 생각날 것 같아요.  늘 옆에서 아이와 함께 해주는 소중한 친구로 자리매김할듯 싶어요.
12510,헐 대박 너무 예뿌다 역시 금손 인정 ㅋㅋ
12511,와~~ 만드는재미에 무드등까지 탐나네요 ^^아기자기 너무 귀여워요~~
12512,완전 이쁜데요~저도 하나 이렇게 만들어 보고 싶네요
12513,오 넘 예뻐요
12514,잘만드셨네요  ~^^
12515,어머낭! 울 딸내미도 요런거 넘 좋아하는건데요~ ㅎㅎㅎ한 번 사주면 진짜 끝장 볼 때까지 한다는요 흐흐~
12516,어머나 너무 예쁘네 20대때 나도 이런거 좋아했었는데요런거 만들다 보면 시간 가는줄 모르겠네~
12517,포스팅잘보고 갑니다^^즐거운 저녁보내세요^^
12518,우와 너무 예쁘네요 무드등까지 너무 멋쪄요분위기있네요
12519,이거 제가봐도 넘 잼날거 같아요
12520,오~~ 넘 이뻐요! 애들 어릴때 완전 좋아하던 미니어쳐... 지금도 좋아하겠어요...ㅎㅎ
12521,언니 ~~요기 제 집이었음 좋겠어요~~넘나 예쁨^^
12522,"좋은정보가 많이 있네요
잘읽고 갑니다
작지만 제블로거도 놀러와주겨요~~~"
12523,블로그 내용 잘보고 갑니다 ~ 자주 놀러 올께요 ~~~ 이웃 신청 하고 가겠습니다 :)
12524,너무귀엽네요
12525,ㅎㅎ 귀여워. 재밌었겠따.
12526,만나서 반가워용~~ 자주 소통해요
12527,글 잘보고 갑니다항상 좋은 일만 가득 하세요 선한 영향력을 주고 싶은 팀이세상에 도움이 될만한 콘텐츠 위주로 작성하고 있는 저희 블로그도 방문 부탁드려요!
12528,우행시 .....
12529,좋은 글 읽고갑니다. 발자국 남겨요~ㅎㅎ
12530,"와 매번 그림이나 사진 전시회만 보다가 이런 작품 전시회를 보니까 너무 신기해요,,,저도 한번 가봐야겠어요!!!❤️"
12531,잘 보구 가요~ 즐거운 하루 되세요~^^*
12532,안녕하세요?행복한 동영상이 있어서 공유해 봅니다.새해 복 많이 받으시고하시는 일마다 대박나세요.<국민청원에 동참해 주세요>오늘 여러분은 어떤 식사를 하셨나요? 먹어서 몸에 좋은 건강한  식탁이었습니까? 대한민국의 살길! Non-GMO 안전한 식품을 위해해외 유기농업을 행동으로 실천하는돌나라 오아시스 농장입니다.식량안보 및 식품안보를 국가의 주요 정책과제로 삼고 현안 문제들이 조속히 해결되도록청와대 국민청원에많은 동의를 부탁드립니다.영상 보기https://youtu.be/OeZaaKQ5vqU국민청원 동참하기https://www1.president.go.kr/petitions/Temp/zW2R22이은형 拜上 328apple@hanmail.net
12533,"엠제이냥님 유익한 포스팅이 많아서 
눈팅 하고 댓글 남겨요 ~ 
행복한 하루 되세요!"
12534,근데 저거 얼마합니꺼
12535,몬테알반 13000원 칼바레스 27000원이요
12536,몬테알반 맛은 어떤가요?
12537,아직 안먹어봐서 모르겠는데 다른 레포사도 데낄라하고 비슷하지 않을까요?
12538,와 진짜 배경지 있고 없고 차이가 크네요!! 과일가게는 진짜 너무 완벽 과일가게 그자체인걸요bb 크 지난번 얼라 헤어 바꿔줄때 저 배경지 미리 알았더라면 정말 유용하게 사용햇을텐데 뭔가 아쉽네요. 진짜 저도 다 탐나는 배경지들이네요!!
12539,오 언니 너무 귀여워요~귀여운데 밤에 오줌싸신거 아님??ㅋㅋㅋ
12540,울딸이 니댓글 보다 빵터졌다~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12541,깜찍하고 귀여워요.진짜 디테일이 살아 있어요.역시 지니님~!
12542,ㅎㅎ 넘 귀여워요. 작아서 만들때 손에 쥐났겠어요^^
12543,그러잖아도 즈이딸이 눈아프지 않냐고 묻더라구요ㅋㅋㅋㅋㅋㅋ손에서 쥐날만하지 않아 다행이었어요~^^
12544,어머나 어떻게요 너무 사랑스러운걸요감성돋아요
12545,미니어처는 다 귀여운것 같아요~ㅎㅎㅎ감사합니다~^^*
12546,오  빈티지느낌 제대로 나는데용~^^라이터는 공예인들의 필수품 ㅎㅎㅎ역시나 지니님만의 디테일이  장난아니네요~진짜 넘 멋스럽고 이쁩니다~~^^
12547,아... 공예인들의 필수품이었구요ㅋㅋㅋㅋ토치라이터는 길어서 감각이 떨어져 라이터가 낫더라구요~하임님도 작은소품 만드시니 알아봐 주시는군요감사합니다~^^*
12548,귀엽고 예뻐요^^
12549,작은 것은 다~~~ 이쁘더라구요~ㅎㅎ감사합니다^^
12550,작아도 준비물이 많네요~~디테일이 장난아니네요~~♡♡여러개 쪼로록~~~멋질거같아요~~^*^
12551,어제 베란다 작업실을 몇번이나 들락거렸는지요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쬐깐한게 도구가 많습니다~ㅎㅎ감사해요 그린나래님^^*
12552,와 너무 귀여워요
12553,그죠~ 작은건 다 귀여워요~ㅎㅎㅎㅎㅎ
12554,미니미니하니 귀여워요 언니 ㅋ
12555,쪼물락 거려서 즐거웠어요~작은건 다 이뻐요 그죵~^^*
12556,지니k님 들렸다가 갑니다~~하루하루가 행복한 나날이시기를 바랍니다.~^^
12557,고급스럽고 귀엽네요.~
12558,작은것이 어찌나 손이 많이가던지요~ㅎㅎ그래도 처음 만든것치고는 수월했습니다감사해요~^^*
12559,와우! 지니님~ 이거 뭔가요~ 진짜 책 만드신줄~ 디테일...쪄네요 ㅋㅋㅋㅋ역시 미니어처도 디테일이 살아야... 완성도가 업업~!! 세상존예에요~~하나 갖구싶다 ㅋㅋㅋㅋㅋㅋ책도 잘 안보면서 왜인지 북클립으로 쓰면 책이 쏙쏙 머리에 박힐것 같은 느끔쓰~ ㅋㅋㅋㅋㅋ
12560,아이쿠~ 왕칭찬에 기분 업됩니다~ㅎㅎㅎ제가 꼼지락 거리는것을 좋아해서요~감사합니다 수기닌ㅁ~^^*
12561,ㅎㅎㅎㅎ 종이에 불붙으면 입으로 불지말고... ㅋㅋㅋ귀엽네.
12562,ㅋㅋㅋㅋㅋ 입으로 부니까 불이 더 살아나더라구요고마워요 엉니^^*
12563,빈티지한 미니어처레더북 넘 귀여버~~^^나도 종이좀 불태워야 겟땀 ㅋㅋㅋ
12564,빈티지 느낌 쩔어~넌 더 예쁘게 만들꺼야^^*
12565,우왕~~~불태우기~~~빈티지너무 탐납니다.지니K님만의 감성인데~~저 완전 따라쟁이 하렵니다.*^^*
12566,낡은 느낌을 주려다보니 생각하게 되었어요더 이쁘게 만드셔요 목성지기님~^^*
12567,캬~~~~~~정말이지 작은게 뭐든 만들기 더 어려운 법인데지니님은 큰거나 작은거나 완벽합니다!!속지 태운거 신의 한수에요^^
12568,히힛~ 어깨춤이 절로납니다~ㅎㅎ작은 것 만들면 손이 떨려서ㅋㅋㅋㅋㅋㅋ그것 빼면 재미있어요~^^*감사해요유독님~
12569,와우~~~너무예뽀용~^^지니님 접때만드신 미니백도 넘 예쁘던데역시 금손~♡♡
12570,접때만든~ㅎㅎㅎㅎ 와우 친근한 표현 좋습니다~감사합니다 디기리마녀님^^*
12571,대구 사람이라서 사투리 쩔죠?ㅋㅋ
12572,아하~~~ 전 사투리 좋아합니다~ㅎㅎㅎㅎ
12573,오오~~~ 넘나 대박!!!역시 지니k님♡요런 나만의 작품 완전 멋짐요^^
12574,"아이쿠,, 넘나 감사합니다자주 생각나지 않지만, 저만의 느낌으로가방도 만들고싶어요~ㅋㅋㅋㅋ"
12575,역시 울 지니 쎈스 감각 완전 굿이당 ㅎㅎㅎㅎㅎㅎ너무 너무 멋져 ㅎㅎㅎ
12576,헤헤~ 언니 감사해요^^아낌없는 칭찬에 어깨들썩?ㅋㅋㅋㅋㅋㅋ
12577,너무 귀여워요^^
12578,그죠~ 미니어처는 다 귀여운것 같아요^^*
12579,오메~~겁나 귀엽네요!
12580,ㅎㅎ 진짜 귀엽고 빈티지해여속지의 빈티지함을 살리기 위한 디테일한 과정에 감동받았어요~역시 손이 더 간건 결과가 달라요^^
12581,속지에 감동까지!! 와우 제가 더 감동입니다한땀이라도 더 가면 퀼트완성도도높아지듯이 말이죠~^^감사해요 탱탱구리님~
12582,가방에 달아주면 넘 이쁘겠어요!따라하기 쉽게 설명도 잘해주시고...최고!
12583,"제 설명 괜찮았어요?ㅎㅎㅎㅎ와우, 씐나요 늘여름님~ㅋㅋㅋㅋ"
12584,언니는 손으로 하는건 더 잘하시나봐요.가죽 다루기 어렵다고 들었거든요 ㅇ.ㅇ
12585,이것이....  가죽공예 정석이 아니라서원래 카드지갑?같은 것부터 찬찬히 배워야하는데어쩌다 봉틀이를 다루다보니 내맘대로 대충~ 하고있어ㅎㅎㅎㅎㅎ
12586,가죽도 손으로? 우와. 손재주 없는 1인은 그저 부러울따름이에요~역시 미니는 뭐든 귀엽네용♡
12587,"가죽은 당연히 손으로 만드는 거에요 러블리님~ㅎㅎ근데, 귀찮아 봉틀이를 쓰는 야매죠~ㅋㅋㅋㅋㅋㅋ미니어처라 간만에 미숙한 손바느질 했습니다감사합니다 러블리님~^^"
12588,너무 귀여워요 인형하고 놓으면 딱이네요^^
12589,인형하고.. 어울릴것 같아요 시우님~^^*
12590,완전 귀요미에요~~가방에 걸어 놓고 싶어지는~
12591,저도 가방부자재로 사용하려고 만들어보았습니다감사해요 포카님~^^*
12592,너무 귀엽고 고급져 보여요~~~
12593,심하게 귀여워요 정말 미니어쳐 하나로 그냥 집에서 미소지어질것같아요 일상속 힐링템 ^^ 작은거 하나 만드는데두이렇게나 필요한 재료가 많군요 ~~
12594,도구가 많은건 제욕심인거 같아요그리고 가죽을 다루면 도구가 많아야 하구요^^;;가방부자재로 사용할꺼라 꼼지락 거려봤습니다근데 딸기우유님 말처럼 일상속 힐링템이 되어버리네요ㅎㅎㅎㅎㅎ
