,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
10,돌돌이 필통 만들기 - 가죽공예 diy 키트 / 설명영상제공,소잉돌 - 호호미공방,https://blog.naver.com/hohome_?Redirect=Log&logNo=222412139671,"돌돌이 필통 만들기 가죽공예 패키지부산의 중학교에서 공예수업에 사용하신다며 연락주셨어요​학생들 수업때 반응이 좋았던 색들 모아서예쁘게 작업해서 보내드립니다~ ​​​필통으로도 안경케이스로도 활용 가능한 돌돌이 필통가죽공예 아이템들 중실용성면에서 제일 인기있는 작품이에요 >_<​​​​키트 종류는 미리 만들어놓고 판매하는 상품이 아닙니다주문해주시는 단체의 특성이나 계절감 등을 고려해그때그때 어울리는 컬러를 신중히 골라 작업합니다꼭 원하시는 색이 있다면 주문전 상담 연락주세요의견은 최대한 반영해서 작업하고 있답니다​​​​#학교동아리 #문화강좌 #공예연수 #체험프로그램 #학부모교육 #건강가정지원센터 #보건소힐링교실 #온라인클래스 등 다양하게 적용해 볼 수 있는 #가죽공예키트재료를 주문하셔서 바로 수업에 사용하실 수 있도록 1개분량 개별 포장된 패키지를 판매중입니다​사회적 거리두기가 필요한 시대비대면 수업진행 가능하도록 설명 동영상을 제공해드리고 있습니다​​​​​[말랑쏘잉] 스마트스토어에서 판매중이니 위 링크타고 오셔서 다른 키트도 구경해보세요주문이나 수업관련 문의는 연락주시면 자세히 안내드리니 궁금한점 있으시면전화, 문자 O5O7 - 1316- 2569 로 연락주세요수업중에는 바로 전화를 받기 어려울 수 있으니 메시지 남겨주시면 확인하는대로 연락드립니다 ​​​​​​​​*~
",3,121,0,0,306.2,18,text_ad,2021. 7. 2. 8:40
11,콘스탄스 컴팩트 작업과정 [홍대 가죽공방 운조] #가죽공예 #취미,홍대 가죽공방 운조,https://blog.naver.com/wunjo373?Redirect=Log&logNo=222421466511,"Leather Craft Studio WUNJO​​​[홍대 가죽공방 운조]​​작업과정 중 찍어둔 사진들입니다.근데 몸판만 있고 ㅜㅜ 내부 지퍼포켓과 칸막이는 찍어둔게 없네요.그래도 패턴을 보시면 이해 가능하실거에요^^​얘네들은 꽃+뱀 반지 ㅋㅋ반지틀 장식에 뱀피로 한바퀴 둘러줬습니다.팔찌도 있는데 이건 지금 사진을 못찾겠어서 ㅠㅠ 나중에 올릴께용요건 콘스탄스 지갑에 들어가는 지퍼장식이에요.잠금이랑 세트인데 비싼만큼 퀄리티가 죠아용​​콘스탄스 컴팩트 월릿 패턴은 아래 링크에서 구매 가능합니다^^https://smartstore.naver.com/wunjo/products/5695839371​​===========================Leather Craft Studio WUNJO홍대 가죽공방 운조수강생 상시 모집합니다01020629954KAKAO: talkinghead​​​#가죽공예 #가죽지갑 #만들기 #diy #취미 #작업과정#콘스탄스 #지갑만들기DIY #지갑패턴 #가죽공예배우기 #콘스탄스컴팩트월릿 #콘스탄스컴팩트#가방만들기 #가죽공예패턴 #패턴인사이트#홍대가죽공방 #가죽공방 #합정역 #망원동 #연남동 #상수 #마포#홍대 #가죽공방 #운조ㄱㅜ
 
",7,79,0,0,86.8,7,,2021. 7. 7. 8:10
12,[가죽공예 : 가죽공방 담담 수강생 작품] 지퍼클러치 _ 서울... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222440304471,​가죽공방 담담 평일 수강생분께서 만드신 평면 지퍼 클러치입니다.​​​아주 큰 클러치입니다 가로가 40cm 정도 됐던 것 같아요​이것 저것 넣어 쓰실거라고크게 크게 만들어달라 하셨답니다사용자의 니즈에 딱 맞는 클러치에요!​​​크기가 크긴 한데 비율이 아주 좋아서 안정감이 느껴지네요​​​지퍼도 무려 8호짜리를 사용하셔서 아주 시원 시원합니다 슬라이더도 거의 엄지손톱만해요 ㅎㅎㅎ​​​그에 걸맞게 핸들도 길고 폭이 넓습니다 안에 보강을 해서 탄탄한 느낌이 남성분께는 딱 좋을 것 같아요​​​안쪽은 깔끔한 아이보리 컬러의 가죽을 사용하셔서 산뜻한 느낌을 줍니다 ​아주 심플한 디자인인데 독특한 컬러감의 가죽을 넓게 사용하셔서 멋스럽구요!​​받으신 분께서 아마 몹시 만에 들어하실거에요^^수고하셨습니다 ​​​​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #손바느질 #클러치 #남성클러치 #선물만들기,8,100,0,0,86.0,6,,7시간 전
13,핸드메이드 가죽공예 일일체험 잠실 가죽공방 언블런 가죽공예... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222420240320,"unblownleathercraft​​안녕하세요​일본에서 패션 디자인과 가죽공예를 공부하고지금은 잠실에서 가죽공예 교육을 하고 있는 언블런 입니다​​잠실 가죽공방 언블런에서는원하시는 날 원하는 시간에 가죽공예 일일체험이 가능하십니다​가죽 지갑 만들기 가죽공예 일일체험​가죽은 이테리 소가죽을 사용​이테리 소가죽이 100가지가 넘게 준비가 되어 있어직접 보고 고르실수가 있습니다​이니셜 각인 가능!!!​몇번을 찍든 추가요금 없이!~​언블런 가죽공방에서직접 다양한 디자인을 보시고 고르실수가 있으며​원하는 디자인이 따로있으시다면 미리 사진이나 그림을 보내주시면 준비도 해드립니다​다량의 카드와 명함이 수납 가능한 지갑​가죽공예 일일체험으로는 5시간! 이상 걸립니다​주문제작원데이클래스 모두 가능합니다​가죽공예 원데이 클래스 두분이상 같이 오셔서 같은 제품을 하시면 20프로 할인​많은 분들이 언블런 잠실 가죽공바에 오시는 이유!!​주차가 항시 가능​2호선 잠실 새내역9호선 종합운동장역 에서 도보로 올수가 있습니다​어떤 디자인이든 준비가 가능​워너하시는 디자인으로 제작을 도와드립니다​그림이나 사진만으로도 오케이​최고급 이테리 소가죽을 제공​실이나 약품도 친환경적인 최고급 재료만을 고집합니다!!​주말에도 영업 오전부터 밤까지 원하시는 시간에 예약이 가능하며단 한명이라도 수업을 잡아드립니다핸드메이드 가죽공방 언블런에서​원하는 날 원하는 시간에좋은 추억 만들러 오세요​데이트 코스로도 추천​잠실새내 가죽공방언블런​문의01057610907​​#잠실가죽공방#가죽공예#가죽공예일일체험#가죽공예원데이클래스#잠실새내가죽공방#카드지갑만들기​1
:-열
30

는

너
 
 
",25,128,0,0,613.8,8,text_ad,2021. 7. 4. 22:35
14,"영도신선중학교 위클래스 가죽공예배우기, 키링카드지갑",부산 일로가죽공방,https://blog.naver.com/leaf130117?Redirect=Log&logNo=222420859631,"​​일로가죽공방​​​안녕하세요 일로가죽공방입니다.이번에 영도신선중학교에 위클래스수업을 다녀왔습니다.​신선중학교는 부산 영도에 위치해있으며 흰여울마을이 바로 앞이라경치가 정말 끝내줍니다.​​이번에 알았는데 강다니엘이신선중학교 나왔다네요~ 으아~ 알고 갔으면 조금 더 눈여겨볼껄ṑṑṑṑṑṑṑṑṑ​​​.친구들이 할 수업은 키링카드지갑!교통카드를 사용하는 친구들이주머니에 툭~ 하고 넣고 다니다부서지기도 하니 카드지갑에 넣고열쇠고리로 가방에 걸면 딱 좋겠다 싶어 선택! ​​다행히 아이들이 카드지갑이 딱필요했다고 해서 어찌나 기쁘던지용:)♥​혹시나 원하는 품목 있으면 언제든알려달라 했더니 때마침 카드지갑이필요했어요~ 라고 답하는 이쁜이들😄👍🏻​​​위클래스 수업시간 30분 전 도착해서선생님과 담소를 니눴습니다.예전 교직원 수업으로 인연을 맺은 후꾸준히 찾아주시는 선생님이에요~​특히 선생님 자리가 경치가 너무 좋아서이 교실만 오면 너무 좋아요~ 바다를 실컷 구경할 수 있습니다.​♥​​출강 시 제한된 시간내 수업이 진행되기때문에 기본적인 밑작업은 진행 후가져가고 있습니다. ​친구들은 위험한 도구 사용하지 않고바느질과 마감만 진헹해요~ 이것만 해도 1시간 반 정도 소요됩니다. ​그 안에 가죽에 대한 설명, 에이징 과정카드지갑의 제작과정과 재미난 이야기를많이 많이 해주고 있어요~♡ ​애들이 웃을수만 있다면이야~​​오자마자 두개하고 싶다며너무 이쁘다고~ 좋아한 친구!​​이번엔 포인트 색상으로 실을 준비해봤어요.아이들의 상큼 발랄함이 표현되도록♥​​​​​​아이들이 바느질을 아주 잘하네요^^ ​​​​그렇게 진행된 카드지갑 수업아이들의 작품 구경해볼까요?​​다 하고도 마무리 더 하고 싶어반질반질 광에 도전~​​열쇠고리 연결도 뚝딱! ɢᴏᴏᴅ ᴊᴏʙ 'o' b​​​​'여기도 하고 싶어요~(♥ω♥*)'​​​손이 조금 느린 친구 학원 늦을까봐'아이고~ 아이쿠~'하며 챙겨주는 친구​이 날의 최고 금손학생이에요♡ ​​​이 친구는 정말 시크하게 저한테 말했어요.' 선생님 진짜 바느질이 너무 재밌네요'​'아 정말😯 (•'╻'• )꒳ᵒ꒳ ???'​​​​​이렇게 즐거운 가죽공예배우기위클래스 수업을 마쳤습니다~​친구들 #고마워요​​​​#가죽공예출강 #일로가죽공방타이언
발로

쩌그
수빈 바파빈한 《
눈바.… +
",27,191,0,0,183.0,4,,2021. 7. 5. 14:27
15,[ 가죽공예/ 오뜨 가죽공방 수강생작품 ] 남자 토트백... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222440254630,"​​​ooitw (오뜨) 가죽공방 _ 수강생 작품​​​​​​남자 토트백 만들기​주말반 남자 수강생분이 만든 남자 토트백입니다.​피그먼트 _ 진밤 원장을 사용하여 깔끔하게 완성하셨습니다. 맞춤 가방 !!사이즈는 너무 크지않게 ..a4 용지가 들어가는 사이즈로  작업손잡이만  달아주면  밋밋할것 같다며앞쪽에 뚜껑이 있는  평면 포켓을 넣어 작업하셨습니다.​​​​엣지코트 마감이 제일 힘들다는 수강생분본인에게 맞는 엣지코트 바르는 방법을 이것 저것  도전하고 계세요 ㅎ화이팅입니다.​​자석을 달기는 숙제 였는데실이 모자라서 집에 있는 컬러로 포인트 바느질을 하셨다고 하네요 :)굿 ~!!​​​​작업하시느라 수고하셨습니다.다음은 아내분의 쇼퍼백 ! 도전 !벌써부터 기대되네요 :)​​​​​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구ooitw(오뜨) 가죽공방_ 수강생작품​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​​",7,92,0,0,170.8,6,,15시간 전
16,슬리퍼 백참 제작과정 [홍대 가죽공방 운조] #가죽공예 #취미,홍대 가죽공방 운조,https://blog.naver.com/wunjo373?Redirect=Log&logNo=222390525691,"Leather Craft Studio WUNJO​​​[홍대 가죽공방 운조]​백참 작업과정입니다.​​슬리퍼백참 패턴은 요 링크에서 구매 가능합니다^^https://smartstore.naver.com/wunjo/products/5638294385각 파츠들을 원본 패턴대로 준비합니다.재단용은 보강이나 본딩과정 후 원본패턴대로 재단해주세요.필요부분에 먼저 엣지코트를 발라줍니다.먼저 바닥에 깔창을 붙여주고요깔창 붙인 바닥에 H를 붙여주세요.요기까지만 해도 이미 이뻐요^^이제 밑창 붙이고 굽까지 붙여주면 완성!스트랩 달아서 요래요래 예쁘게 걸어주면 됩니다^^​​===========================Leather Craft Studio WUNJO홍대 가죽공방 운조수강생 상시 모집합니다01020629954KAKAO: talkinghead​​​​​​#가죽공예 #가죽가방 #만들기 #diy #취미#오란백참 #백참오란 #오란슬리퍼 #가방패턴 #가죽공예배우기#가방만들기 #가죽공예패턴 #패턴인사이트 #가죽가방#홍대가죽공방 #가죽공방 #합정역 #망원동 #연남동 #상수 #마포#홍대 #가죽공방 #운조 
",11,71,3,0,86.8,15,,2021. 6. 11. 8:30
17,[가죽공예 : 가죽공방 담담 수강생 작품] 미니토트백 / 크로스백... ,가죽공방 담담,https://blog.naver.com/fishfantasy?Redirect=Log&logNo=222396352085,​​서울 성동구 가죽공방 담담 토요일 수강생분의 작은 토트백입니다.​​​지금 이 계절과 진짜 잘 어울리는 녹색 가방입니다.한 뼘 정도 밖에 안되는 것 같은데 귀여운 디테일이 아주 많은 가방이네요.​​​​​​​​​​​바닥 발도 사탕 같은 느낌으로다가~ 귀여운 네모로 선택하셨어요. ​​​​​​​디테일이 많아서 구경할게 다양한 핸들 부분은 장식으로 키퍼를 만들어서 끼우셨고윗면은 바이어스로 마무리 하셨습니다.​​​​​같은 녹색 계열인데 하나는 패턴이 있고 하나는 없는 가죽으로 믹스하셔서지루하지 않고 더 시원해보이는 것 같아요.​자세히 봐도 깔끔한 바이어스 처리가 돋보이네요 ㅎㅎ​​​​​​​안쪽엔 포켓과 스트랩을 달 수 있는 D링도 있습니다.작은 가방이지만 없는데 없어요​​​​​워낙 깔끔하게 하셔서 다시 한 번 바이어스 확대샷으로 마무리합니다 ㅎㅎ​가볍게 들만한 여름가방인데 그 작업하진 퀄리티는 결코 가볍지 않은 멋진 가방입니다.​수고하셨습니다 ^^​​​​​​​​:: 왕십리 가죽공방 담담 ::​서울시 성동구 무학봉28길 9 창우빌딩 401호010-8803-6169​#서울가죽공방 #성동구가죽공방 #왕십리가죽공방 #가죽공방 #가죽공예 #담담공방 #취미 #손바느질#가죽가방 #크로스백 #가방만들기,8,114,0,0,86.0,21,,2021. 6. 16. 8:00
18,서울가죽공방 핸드메이드 카드지갑 만들기 가죽공예 일일체험... ,언블런 핸드메이드 잠실 가죽공방,https://blog.naver.com/ful0907?Redirect=Log&logNo=222404587142,"안녕하세요 ​일본에서 패션디자인과 가죽공예를 공부하고 지금은 잠실에서 가죽공예 교육을 하고 있는  핸드메이드 가죽공방 언블런 입니다 ​원하시는 날 시간에 예약이.항시.가능​최고급 이테리 소가죽으로 만드는 가죽공예 일일체험 ​선물로도 많이 하시고잠실새내 데이트 코스 로도 많이 오십니다​가죽공예 일일체험 처음이여도 걱정 없습니다 !저희가 잘 만들수 있도록 교육 합니다 카드지갑 만들기 원데이 클래스 ​최고급 이테리 소가죽리100가지가 넘게 준비 되어 있습니다 ​많은분들이 하시는 디자인​카드지갑겸 명함지갑 ​고생하셨습니다 커플분이 오셔서 하신가죽공예 일일체험 ​열심히 손바느질로카드지갑을 한땀 한땀 이쁜 반지갑 완성 ​정말로 고생 많으셨습니다 ​커플분들이 오시면폴라로이드 사진도 찍어드립니다 ​핸드메이드 가죽공방 언블런 에서는원하시는 날 원하는 시간에!​잠실점잠실동205-22 1층​신사동 가로수길 저신사동551-1 지하1층 LPP​​예약문의010-57610907 #가죽공예 #서울가죽공방 #핸드메이드가죽공방#카드지갑만들기 #잠실데이트코스추천#잠실가죽공방 | 객지
바버
 
",30,94,4,0,613.8,12,,2021. 6. 20. 23:27
19,"찾아가는 경남진로체험한마당, 창원 도계중학교 가죽공예수업",부산 일로가죽공방,https://blog.naver.com/leaf130117?Redirect=Log&logNo=222433779940,"​​....🚶🏻🏃🏻‍♀️🚙🚌일로가죽공방​​​​또 라면사진이??!? 여기는 ~ 진영휴게소에요~ ​휴게소 라면은 진짜 너무 맛있어요.다만 김치가 좀만 더 맛있었으면..😅김치에 너무 진심입니다. ​하여튼 창원으로 고고🎵🎵🌈​​비가 막~ 쏟아질거 같은 날씨였어요🌪⚡⛈찾아가는 경남진로체험 한마당창원 도계중학교입니다.​​진로체험실보통의 학교진로교실에 비하면정말 큰 사이즈입니다.학생 30명이 수업할 공간이에요.​​ 전부 여학생이에요~아이들이 보고 선택할 수 있도록오는 순서에 맞게 가죽끈을 보여주었습니다 이렇게 인원이 많을땐 목소리가 저절로 커질수 밖에 없어요.ㅋㅋㅋㅋㅋㅋㅋㅋ​​​정말 신기한건 아무리 시끌벅적한 분위기에도팔찌를 딿기 시작한 순간부터는일순간 조용해진다는 거에요~  순간을 놓쳐버리면 바로 길을 잃기 때문이죠~ヽ(´▽`)/ヽ(´▽`)/​​다행히 친구들이 너무~ 잘해서빨리 완성을 했답니다.​​ 다 땋은 후 친구들 손목에 맞게 맞춰줍니다.이때 가죽을 칼로 자르는 구간이 있는데이 구간을 아이들이 엄청 좋아해서자기 순서올때까지 옆에서 기다린답니다ㅋㅋㅋㅋㅋㅋㅋ​​그럼 아이들의 완성작 구경 고고고✨이 친구들은  우정팔찌로 완성​너 너무 시크한 자세 아니니?ㅋㅋㅋㅋ모두 V자를 그리며 한컷​​선생님도 커플로 한컷♥​​​ 수업이 끝나고 나오니 날씨가 화창까지는아니지만 조금 갠거 같아요​인원이 많아 너무 걱정을 했지만아이들이 너무 잘 따라줬고노래잘하는 친구들이 제가 팔찌 마감해주는 내내 노래를 어찌나 기가막히게잘불러주는디 🎵🎵 완전 힐링 받고 왔어요​그냥 잘하는게 아니라진~짜 팝송 틀어든줄 알았어요.저희 귀가 👂🏻 제대로 호강했습니다​너무 행복했어요​#가죽공예출강 _ #일로가죽공방​​​​ 
은
겨
",17,148,0,0,183.0,3,,2021. 7. 16. 15:49
20,[ 가죽공예 / 오뜨 가죽공방 원데이클래스 ] 남자친구... ,ooitw (오뜨) 가죽공방,https://blog.naver.com/inkyung78?Redirect=Log&logNo=222425451237,"​​ooitw (오뜨) 가죽공방 _ 원데이클래스​​​크리스페 카드지갑​남자친구 선물로 제작한 카드지갑입니다.​여자친구분이 사용하고 계신 카드지갑 디자인을  참고하여  작업하였습니다.직접 사용해보니 요만한 디자인이 없다며예쁘고 깔끔하고 수납도 많이 되는 카드지갑 !!​부드러운 가죽을 원하셔서 크리스페 (네이비) 컬러를 사용하여깔끔하게 완성하셨습니다.​​​​크리스페 가죽이라서 엣지코트 마감으로 진행하였습니다.​포켓라인은 V로 포인트를 주고 크리저라인을 주어 작업하셨습니다.​앞 : 카드슬롯 2개 , 뒤 : 카드슬롯 2개가운데 포켓은 동일하나 가운데 포켓에 파티션을 넣어 공간을 분리하였습니다.​​남자 친구분에게 좋은 선물되셨길바랍니다.수고하셨습니다 (__)​​​​​오뜨 가죽공방, 염창역 가죽공방9호선 염창역(급행) 2번출구ooitw(오뜨) 가죽공방_ 수강생작품​가죽공예수업,정규수강,원데이클래스서울 강서구 공항대로81길 15  3층 301호TEL: 010-9443-7807 카톡ID:singcat2​",10,79,0,0,170.8,10,,2021. 7. 9. 10:46
